,Frame,Slot,Type,0,1,2,3,4,5,6,7,8,9
45,0,3,UL,0,0,0,0,0,0,0,0,0,0
46,0,3,UL,0,0,0,0,0,0,0,0,0,0
47,0,3,UL,0,0,0,0,0,0,0,0,0,0
48,0,3,UL,0,0,0,0,0,0,0,0,0,0
49,0,3,UL,0,0,0,0,0,0,0,0,0,0
50,0,3,UL,0,0,0,0,0,0,0,0,0,0
51,0,3,UL,0,0,0,0,0,0,0,0,0,0
52,0,3,UL,0,0,0,0,0,0,0,0,0,0
53,0,3,UL,0,0,0,0,0,0,0,0,0,0
54,0,3,UL,0,0,0,0,0,0,0,0,0,0
55,0,3,UL,0,0,0,0,0,0,0,0,0,0
56,0,4,UL,0,0,0,0,0,0,0,0,0,0
57,0,4,UL,0,0,0,0,0,0,0,0,0,0
58,0,4,UL,0,0,0,0,0,0,0,0,0,0
59,0,4,UL,0,0,0,0,0,0,0,0,0,0
60,0,4,UL,0,0,0,0,0,0,0,0,0,0
61,0,4,UL,0,0,0,0,0,0,0,0,0,0
62,0,4,UL,0,0,0,0,0,0,0,0,0,0
63,0,4,UL,0,0,0,0,0,0,0,0,0,0
64,0,4,UL,0,0,0,0,0,0,0,0,0,0
65,0,4,UL,0,0,0,0,0,0,0,0,0,0
66,0,4,UL,0,0,0,0,0,0,0,0,0,0
67,0,4,UL,0,0,0,0,0,0,0,0,0,0
68,0,4,UL,0,0,0,0,0,0,0,0,0,0
69,0,4,UL,0,0,0,0,0,0,0,0,0,0
70,0,5,DL,1,2,4,2,1,1,1,4,1,1
71,0,5,DL,1,2,4,2,1,1,1,4,1,1
72,0,5,DL,1,2,4,2,1,1,1,4,1,1
73,0,5,DL,1,2,4,2,1,1,1,4,1,1
74,0,5,DL,1,2,4,2,1,1,1,4,1,1
75,0,5,DL,1,2,4,2,1,1,1,4,1,1
76,0,5,DL,1,2,4,2,1,1,1,4,1,1
77,0,5,DL,1,2,4,2,1,1,1,4,1,1
78,0,5,DL,1,2,4,2,1,1,1,4,1,1
79,0,5,DL,1,2,4,2,1,1,1,4,1,1
80,0,5,DL,1,2,4,2,1,1,1,4,1,1
81,0,5,DL,1,2,4,2,1,1,1,4,1,1
82,0,5,DL,1,2,4,2,1,1,1,4,1,1
83,0,5,DL,1,2,4,2,1,1,1,4,1,1
84,0,6,DL,1,1,1,1,1,1,1,2,2,2
85,0,6,DL,1,1,1,1,1,1,1,2,2,2
86,0,6,DL,1,1,1,1,1,1,1,2,2,2
87,0,6,DL,1,1,1,1,1,1,1,2,2,2
88,0,6,DL,1,1,1,1,1,1,1,2,2,2
89,0,6,DL,1,1,1,1,1,1,1,2,2,2
90,0,6,DL,1,1,1,1,1,1,1,2,2,2
91,0,6,DL,1,1,1,1,1,1,1,2,2,2
92,0,6,DL,1,1,1,1,1,1,1,2,2,2
93,0,6,DL,1,1,1,1,1,1,1,2,2,2
94,0,6,DL,1,1,1,1,1,1,1,2,2,2
95,0,6,DL,1,1,1,1,1,1,1,2,2,2
96,0,6,DL,1,1,1,1,1,1,1,2,2,2
97,0,6,DL,1,1,1,1,1,1,1,2,2,2
98,0,7,DL,1,1,1,1,1,1,1,2,2,2
99,0,7,DL,1,1,1,1,1,1,1,2,2,2
100,0,7,DL,1,1,1,1,1,1,1,2,2,2
101,0,7,DL,1,1,1,1,1,1,1,2,2,2
102,0,7,DL,1,1,1,1,1,1,1,2,2,2
103,0,7,DL,1,1,1,1,1,1,1,2,2,2
104,0,7,DL,1,1,1,1,1,1,1,2,2,2
105,0,7,DL,1,1,1,1,1,1,1,2,2,2
106,0,7,G,0,0,0,0,0,0,0,0,0,0
107,0,7,G,0,0,0,0,0,0,0,0,0,0
108,0,7,UL,1,1,1,1,1,1,1,2,2,2
109,0,7,UL,1,1,1,1,1,1,1,2,2,2
110,0,7,UL,1,1,1,1,1,1,1,2,2,2
111,0,7,UL,1,1,1,1,1,1,1,2,2,2
112,0,8,UL,1,1,1,1,1,1,1,2,2,2
113,0,8,UL,1,1,1,1,1,1,1,2,2,2
114,0,8,UL,1,1,1,1,1,1,1,2,2,2
115,0,8,UL,1,1,1,1,1,1,1,2,2,2
116,0,8,UL,1,1,1,1,1,1,1,2,2,2
117,0,8,UL,1,1,1,1,1,1,1,2,2,2
118,0,8,UL,1,1,1,1,1,1,1,2,2,2
119,0,8,UL,1,1,1,1,1,1,1,2,2,2
120,0,8,UL,1,1,1,1,1,1,1,2,2,2
121,0,8,UL,1,1,1,1,1,1,1,2,2,2
122,0,8,UL,1,1,1,1,1,1,1,2,2,2
123,0,8,UL,1,1,1,1,1,1,1,2,2,2
124,0,8,UL,1,1,1,1,1,1,1,2,2,2
125,0,8,UL,1,1,1,1,1,1,1,2,2,2
126,0,9,UL,1,1,1,1,1,1,1,2,2,2
127,0,9,UL,1,1,1,1,1,1,1,2,2,2
128,0,9,UL,1,1,1,1,1,1,1,2,2,2
129,0,9,UL,1,1,1,1,1,1,1,2,2,2
130,0,9,UL,1,1,1,1,1,1,1,2,2,2
131,0,9,UL,1,1,1,1,1,1,1,2,2,2
132,0,9,UL,1,1,1,1,1,1,1,2,2,2
133,0,9,UL,1,1,1,1,1,1,1,2,2,2
134,0,9,UL,1,1,1,1,1,1,1,2,2,2
135,0,9,UL,1,1,1,1,1,1,1,2,2,2
136,0,9,UL,1,1,1,1,1,1,1,2,2,2
137,0,9,UL,1,1,1,1,1,1,1,2,2,2
138,0,9,UL,1,1,1,1,1,1,1,2,2,2
139,0,9,UL,1,1,1,1,1,1,1,2,2,2
140,1,0,DL,1,1,1,1,1,1,1,2,2,2
141,1,0,DL,1,1,1,1,1,1,1,2,2,2
142,1,0,DL,1,1,1,1,1,1,1,2,2,2
143,1,0,DL,1,1,1,1,1,1,1,2,2,2
144,1,0,DL,1,1,1,1,1,1,1,2,2,2
145,1,0,DL,1,1,1,1,1,1,1,2,2,2
146,1,0,DL,1,1,1,1,1,1,1,2,2,2
147,1,0,DL,1,1,1,1,1,1,1,2,2,2
148,1,0,DL,1,1,1,1,1,1,1,2,2,2
149,1,0,DL,1,1,1,1,1,1,1,2,2,2
150,1,0,DL,1,1,1,1,1,1,1,2,2,2
151,1,0,DL,1,1,1,1,1,1,1,2,2,2
152,1,0,DL,1,1,1,1,1,1,1,2,2,2
153,1,0,DL,1,1,1,1,1,1,1,2,2,2
154,1,1,DL,1,1,1,1,1,1,1,2,2,2
155,1,1,DL,1,1,1,1,1,1,1,2,2,2
156,1,1,DL,1,1,1,1,1,1,1,2,2,2
157,1,1,DL,1,1,1,1,1,1,1,2,2,2
158,1,1,DL,1,1,1,1,1,1,1,2,2,2
159,1,1,DL,1,1,1,1,1,1,1,2,2,2
160,1,1,DL,1,1,1,1,1,1,1,2,2,2
161,1,1,DL,1,1,1,1,1,1,1,2,2,2
162,1,1,DL,1,1,1,1,1,1,1,2,2,2
163,1,1,DL,1,1,1,1,1,1,1,2,2,2
164,1,1,DL,1,1,1,1,1,1,1,2,2,2
165,1,1,DL,1,1,1,1,1,1,1,2,2,2
166,1,1,DL,1,1,1,1,1,1,1,2,2,2
167,1,1,DL,1,1,1,1,1,1,1,2,2,2
168,1,2,DL,1,1,1,1,1,1,1,2,2,2
169,1,2,DL,1,1,1,1,1,1,1,2,2,2
170,1,2,DL,1,1,1,1,1,1,1,2,2,2
171,1,2,DL,1,1,1,1,1,1,1,2,2,2
172,1,2,DL,1,1,1,1,1,1,1,2,2,2
173,1,2,DL,1,1,1,1,1,1,1,2,2,2
174,1,2,DL,1,1,1,1,1,1,1,2,2,2
175,1,2,DL,1,1,1,1,1,1,1,2,2,2
176,1,2,G,0,0,0,0,0,0,0,0,0,0
177,1,2,G,0,0,0,0,0,0,0,0,0,0
178,1,2,UL,1,1,1,1,1,1,1,2,2,2
179,1,2,UL,1,1,1,1,1,1,1,2,2,2
180,1,2,UL,1,1,1,1,1,1,1,2,2,2
181,1,2,UL,1,1,1,1,1,1,1,2,2,2
182,1,3,UL,1,1,1,1,1,1,1,2,2,2
183,1,3,UL,1,1,1,1,1,1,1,2,2,2
184,1,3,UL,1,1,1,1,1,1,1,2,2,2
185,1,3,UL,1,1,1,1,1,1,1,2,2,2
186,1,3,UL,1,1,1,1,1,1,1,2,2,2
187,1,3,UL,1,1,1,1,1,1,1,2,2,2
188,1,3,UL,1,1,1,1,1,1,1,2,2,2
189,1,3,UL,1,1,1,1,1,1,1,2,2,2
190,1,3,UL,1,1,1,1,1,1,1,2,2,2
191,1,3,UL,1,1,1,1,1,1,1,2,2,2
192,1,3,UL,1,1,1,1,1,1,1,2,2,2
193,1,3,UL,1,1,1,1,1,1,1,2,2,2
194,1,3,UL,1,1,1,1,1,1,1,2,2,2
195,1,3,UL,1,1,1,1,1,1,1,2,2,2
196,1,4,UL,1,1,1,1,1,1,1,2,2,2
197,1,4,UL,1,1,1,1,1,1,1,2,2,2
198,1,4,UL,1,1,1,1,1,1,1,2,2,2
199,1,4,UL,1,1,1,1,1,1,1,2,2,2
200,1,4,UL,1,1,1,1,1,1,1,2,2,2
201,1,4,UL,1,1,1,1,1,1,1,2,2,2
202,1,4,UL,1,1,1,1,1,1,1,2,2,2
203,1,4,UL,1,1,1,1,1,1,1,2,2,2
204,1,4,UL,1,1,1,1,1,1,1,2,2,2
205,1,4,UL,1,1,1,1,1,1,1,2,2,2
206,1,4,UL,1,1,1,1,1,1,1,2,2,2
207,1,4,UL,1,1,1,1,1,1,1,2,2,2
208,1,4,UL,1,1,1,1,1,1,1,2,2,2
209,1,4,UL,1,1,1,1,1,1,1,2,2,2
210,1,5,DL,1,1,1,1,1,1,1,2,2,2
211,1,5,DL,1,1,1,1,1,1,1,2,2,2
212,1,5,DL,1,1,1,1,1,1,1,2,2,2
213,1,5,DL,1,1,1,1,1,1,1,2,2,2
214,1,5,DL,1,1,1,1,1,1,1,2,2,2
215,1,5,DL,1,1,1,1,1,1,1,2,2,2
216,1,5,DL,1,1,1,1,1,1,1,2,2,2
217,1,5,DL,1,1,1,1,1,1,1,2,2,2
218,1,5,DL,1,1,1,1,1,1,1,2,2,2
219,1,5,DL,1,1,1,1,1,1,1,2,2,2
220,1,5,DL,1,1,1,1,1,1,1,2,2,2
221,1,5,DL,1,1,1,1,1,1,1,2,2,2
222,1,5,DL,1,1,1,1,1,1,1,2,2,2
223,1,5,DL,1,1,1,1,1,1,1,2,2,2
224,1,6,DL,1,1,1,1,1,1,1,2,2,2
225,1,6,DL,1,1,1,1,1,1,1,2,2,2
226,1,6,DL,1,1,1,1,1,1,1,2,2,2
227,1,6,DL,1,1,1,1,1,1,1,2,2,2
228,1,6,DL,1,1,1,1,1,1,1,2,2,2
229,1,6,DL,1,1,1,1,1,1,1,2,2,2
230,1,6,DL,1,1,1,1,1,1,1,2,2,2
231,1,6,DL,1,1,1,1,1,1,1,2,2,2
232,1,6,DL,1,1,1,1,1,1,1,2,2,2
233,1,6,DL,1,1,1,1,1,1,1,2,2,2
234,1,6,DL,1,1,1,1,1,1,1,2,2,2
235,1,6,DL,1,1,1,1,1,1,1,2,2,2
236,1,6,DL,1,1,1,1,1,1,1,2,2,2
237,1,6,DL,1,1,1,1,1,1,1,2,2,2
238,1,7,DL,1,1,1,1,1,1,1,2,2,2
239,1,7,DL,1,1,1,1,1,1,1,2,2,2
240,1,7,DL,1,1,1,1,1,1,1,2,2,2
241,1,7,DL,1,1,1,1,1,1,1,2,2,2
242,1,7,DL,1,1,1,1,1,1,1,2,2,2
243,1,7,DL,1,1,1,1,1,1,1,2,2,2
244,1,7,DL,1,1,1,1,1,1,1,2,2,2
245,1,7,DL,1,1,1,1,1,1,1,2,2,2
246,1,7,G,0,0,0,0,0,0,0,0,0,0
247,1,7,G,0,0,0,0,0,0,0,0,0,0
248,1,7,UL,1,1,1,1,1,1,1,2,2,2
249,1,7,UL,1,1,1,1,1,1,1,2,2,2
250,1,7,UL,1,1,1,1,1,1,1,2,2,2
251,1,7,UL,1,1,1,1,1,1,1,2,2,2
252,1,8,UL,1,1,1,1,1,1,1,2,2,2
253,1,8,UL,1,1,1,1,1,1,1,2,2,2
254,1,8,UL,1,1,1,1,1,1,1,2,2,2
255,1,8,UL,1,1,1,1,1,1,1,2,2,2
256,1,8,UL,1,1,1,1,1,1,1,2,2,2
257,1,8,UL,1,1,1,1,1,1,1,2,2,2
258,1,8,UL,1,1,1,1,1,1,1,2,2,2
259,1,8,UL,1,1,1,1,1,1,1,2,2,2
260,1,8,UL,1,1,1,1,1,1,1,2,2,2
261,1,8,UL,1,1,1,1,1,1,1,2,2,2
262,1,8,UL,1,1,1,1,1,1,1,2,2,2
263,1,8,UL,1,1,1,1,1,1,1,2,2,2
264,1,8,UL,1,1,1,1,1,1,1,2,2,2
265,1,8,UL,1,1,1,1,1,1,1,2,2,2
266,1,9,UL,1,1,1,1,1,1,1,2,2,2
267,1,9,UL,1,1,1,1,1,1,1,2,2,2
268,1,9,UL,1,1,1,1,1,1,1,2,2,2
269,1,9,UL,1,1,1,1,1,1,1,2,2,2
270,1,9,UL,1,1,1,1,1,1,1,2,2,2
271,1,9,UL,1,1,1,1,1,1,1,2,2,2
272,1,9,UL,1,1,1,1,1,1,1,2,2,2
273,1,9,UL,1,1,1,1,1,1,1,2,2,2
274,1,9,UL,1,1,1,1,1,1,1,2,2,2
275,1,9,UL,1,1,1,1,1,1,1,2,2,2
276,1,9,UL,1,1,1,1,1,1,1,2,2,2
277,1,9,UL,1,1,1,1,1,1,1,2,2,2
278,1,9,UL,1,1,1,1,1,1,1,2,2,2
279,1,9,UL,1,1,1,1,1,1,1,2,2,2
280,2,0,DL,1,1,1,1,1,1,1,2,2,2
281,2,0,DL,1,1,1,1,1,1,1,2,2,2
282,2,0,DL,1,1,1,1,1,1,1,2,2,2
283,2,0,DL,1,1,1,1,1,1,1,2,2,2
284,2,0,DL,1,1,1,1,1,1,1,2,2,2
285,2,0,DL,1,1,1,1,1,1,1,2,2,2
286,2,0,DL,1,1,1,1,1,1,1,2,2,2
287,2,0,DL,1,1,1,1,1,1,1,2,2,2
288,2,0,DL,1,1,1,1,1,1,1,2,2,2
289,2,0,DL,1,1,1,1,1,1,1,2,2,2
290,2,0,DL,1,1,1,1,1,1,1,2,2,2
291,2,0,DL,1,1,1,1,1,1,1,2,2,2
292,2,0,DL,1,1,1,1,1,1,1,2,2,2
293,2,0,DL,1,1,1,1,1,1,1,2,2,2
294,2,1,DL,1,1,1,1,1,1,1,2,2,2
295,2,1,DL,1,1,1,1,1,1,1,2,2,2
296,2,1,DL,1,1,1,1,1,1,1,2,2,2
297,2,1,DL,1,1,1,1,1,1,1,2,2,2
298,2,1,DL,1,1,1,1,1,1,1,2,2,2
299,2,1,DL,1,1,1,1,1,1,1,2,2,2
300,2,1,DL,1,1,1,1,1,1,1,2,2,2
301,2,1,DL,1,1,1,1,1,1,1,2,2,2
302,2,1,DL,1,1,1,1,1,1,1,2,2,2
303,2,1,DL,1,1,1,1,1,1,1,2,2,2
304,2,1,DL,1,1,1,1,1,1,1,2,2,2
305,2,1,DL,1,1,1,1,1,1,1,2,2,2
306,2,1,DL,1,1,1,1,1,1,1,2,2,2
307,2,1,DL,1,1,1,1,1,1,1,2,2,2
308,2,2,DL,1,1,1,1,1,1,1,2,2,2
309,2,2,DL,1,1,1,1,1,1,1,2,2,2
310,2,2,DL,1,1,1,1,1,1,1,2,2,2
311,2,2,DL,1,1,1,1,1,1,1,2,2,2
312,2,2,DL,1,1,1,1,1,1,1,2,2,2
313,2,2,DL,1,1,1,1,1,1,1,2,2,2
314,2,2,DL,1,1,1,1,1,1,1,2,2,2
315,2,2,DL,1,1,1,1,1,1,1,2,2,2
316,2,2,G,0,0,0,0,0,0,0,0,0,0
317,2,2,G,0,0,0,0,0,0,0,0,0,0
318,2,2,UL,1,1,1,1,1,1,1,2,2,2
319,2,2,UL,1,1,1,1,1,1,1,2,2,2
320,2,2,UL,1,1,1,1,1,1,1,2,2,2
321,2,2,UL,1,1,1,1,1,1,1,2,2,2
322,2,3,UL,1,1,1,1,1,1,1,2,2,2
323,2,3,UL,1,1,1,1,1,1,1,2,2,2
324,2,3,UL,1,1,1,1,1,1,1,2,2,2
325,2,3,UL,1,1,1,1,1,1,1,2,2,2
326,2,3,UL,1,1,1,1,1,1,1,2,2,2
327,2,3,UL,1,1,1,1,1,1,1,2,2,2
328,2,3,UL,1,1,1,1,1,1,1,2,2,2
329,2,3,UL,1,1,1,1,1,1,1,2,2,2
330,2,3,UL,1,1,1,1,1,1,1,2,2,2
331,2,3,UL,1,1,1,1,1,1,1,2,2,2
332,2,3,UL,1,1,1,1,1,1,1,2,2,2
333,2,3,UL,1,1,1,1,1,1,1,2,2,2
334,2,3,UL,1,1,1,1,1,1,1,2,2,2
335,2,3,UL,1,1,1,1,1,1,1,2,2,2
336,2,4,UL,1,1,1,1,1,1,1,2,2,2
337,2,4,UL,1,1,1,1,1,1,1,2,2,2
338,2,4,UL,1,1,1,1,1,1,1,2,2,2
339,2,4,UL,1,1,1,1,1,1,1,2,2,2
340,2,4,UL,1,1,1,1,1,1,1,2,2,2
341,2,4,UL,1,1,1,1,1,1,1,2,2,2
342,2,4,UL,1,1,1,1,1,1,1,2,2,2
343,2,4,UL,1,1,1,1,1,1,1,2,2,2
344,2,4,UL,1,1,1,1,1,1,1,2,2,2
345,2,4,UL,1,1,1,1,1,1,1,2,2,2
346,2,4,UL,1,1,1,1,1,1,1,2,2,2
347,2,4,UL,1,1,1,1,1,1,1,2,2,2
348,2,4,UL,1,1,1,1,1,1,1,2,2,2
349,2,4,UL,1,1,1,1,1,1,1,2,2,2
350,2,5,DL,1,1,1,1,1,1,1,2,2,2
351,2,5,DL,1,1,1,1,1,1,1,2,2,2
352,2,5,DL,1,1,1,1,1,1,1,2,2,2
353,2,5,DL,1,1,1,1,1,1,1,2,2,2
354,2,5,DL,1,1,1,1,1,1,1,2,2,2
355,2,5,DL,1,1,1,1,1,1,1,2,2,2
356,2,5,DL,1,1,1,1,1,1,1,2,2,2
357,2,5,DL,1,1,1,1,1,1,1,2,2,2
358,2,5,DL,1,1,1,1,1,1,1,2,2,2
359,2,5,DL,1,1,1,1,1,1,1,2,2,2
360,2,5,DL,1,1,1,1,1,1,1,2,2,2
361,2,5,DL,1,1,1,1,1,1,1,2,2,2
362,2,5,DL,1,1,1,1,1,1,1,2,2,2
363,2,5,DL,1,1,1,1,1,1,1,2,2,2
364,2,6,DL,1,1,1,1,1,1,1,2,2,2
365,2,6,DL,1,1,1,1,1,1,1,2,2,2
366,2,6,DL,1,1,1,1,1,1,1,2,2,2
367,2,6,DL,1,1,1,1,1,1,1,2,2,2
368,2,6,DL,1,1,1,1,1,1,1,2,2,2
369,2,6,DL,1,1,1,1,1,1,1,2,2,2
370,2,6,DL,1,1,1,1,1,1,1,2,2,2
371,2,6,DL,1,1,1,1,1,1,1,2,2,2
372,2,6,DL,1,1,1,1,1,1,1,2,2,2
373,2,6,DL,1,1,1,1,1,1,1,2,2,2
374,2,6,DL,1,1,1,1,1,1,1,2,2,2
375,2,6,DL,1,1,1,1,1,1,1,2,2,2
376,2,6,DL,1,1,1,1,1,1,1,2,2,2
377,2,6,DL,1,1,1,1,1,1,1,2,2,2
378,2,7,DL,1,1,1,1,1,1,1,2,2,2
379,2,7,DL,1,1,1,1,1,1,1,2,2,2
380,2,7,DL,1,1,1,1,1,1,1,2,2,2
381,2,7,DL,1,1,1,1,1,1,1,2,2,2
382,2,7,DL,1,1,1,1,1,1,1,2,2,2
383,2,7,DL,1,1,1,1,1,1,1,2,2,2
384,2,7,DL,1,1,1,1,1,1,1,2,2,2
385,2,7,DL,1,1,1,1,1,1,1,2,2,2
386,2,7,G,0,0,0,0,0,0,0,0,0,0
387,2,7,G,0,0,0,0,0,0,0,0,0,0
388,2,7,UL,1,1,1,1,1,1,1,2,2,2
389,2,7,UL,1,1,1,1,1,1,1,2,2,2
390,2,7,UL,1,1,1,1,1,1,1,2,2,2
391,2,7,UL,1,1,1,1,1,1,1,2,2,2
392,2,8,UL,1,1,1,1,1,1,1,2,2,2
393,2,8,UL,1,1,1,1,1,1,1,2,2,2
394,2,8,UL,1,1,1,1,1,1,1,2,2,2
395,2,8,UL,1,1,1,1,1,1,1,2,2,2
396,2,8,UL,1,1,1,1,1,1,1,2,2,2
397,2,8,UL,1,1,1,1,1,1,1,2,2,2
398,2,8,UL,1,1,1,1,1,1,1,2,2,2
399,2,8,UL,1,1,1,1,1,1,1,2,2,2
400,2,8,UL,1,1,1,1,1,1,1,2,2,2
401,2,8,UL,1,1,1,1,1,1,1,2,2,2
402,2,8,UL,1,1,1,1,1,1,1,2,2,2
403,2,8,UL,1,1,1,1,1,1,1,2,2,2
404,2,8,UL,1,1,1,1,1,1,1,2,2,2
405,2,8,UL,1,1,1,1,1,1,1,2,2,2
406,2,9,UL,1,1,1,1,1,1,1,2,2,2
407,2,9,UL,1,1,1,1,1,1,1,2,2,2
408,2,9,UL,1,1,1,1,1,1,1,2,2,2
409,2,9,UL,1,1,1,1,1,1,1,2,2,2
410,2,9,UL,1,1,1,1,1,1,1,2,2,2
411,2,9,UL,1,1,1,1,1,1,1,2,2,2
412,2,9,UL,1,1,1,1,1,1,1,2,2,2
413,2,9,UL,1,1,1,1,1,1,1,2,2,2
414,2,9,UL,1,1,1,1,1,1,1,2,2,2
415,2,9,UL,1,1,1,1,1,1,1,2,2,2
416,2,9,UL,1,1,1,1,1,1,1,2,2,2
417,2,9,UL,1,1,1,1,1,1,1,2,2,2
418,2,9,UL,1,1,1,1,1,1,1,2,2,2
419,2,9,UL,1,1,1,1,1,1,1,2,2,2
420,3,0,DL,1,1,1,1,1,1,1,2,2,2
421,3,0,DL,1,1,1,1,1,1,1,2,2,2
422,3,0,DL,1,1,1,1,1,1,1,2,2,2
423,3,0,DL,1,1,1,1,1,1,1,2,2,2
424,3,0,DL,1,1,1,1,1,1,1,2,2,2
425,3,0,DL,1,1,1,1,1,1,1,2,2,2
426,3,0,DL,1,1,1,1,1,1,1,2,2,2
427,3,0,DL,1,1,1,1,1,1,1,2,2,2
428,3,0,DL,1,1,1,1,1,1,1,2,2,2
429,3,0,DL,1,1,1,1,1,1,1,2,2,2
430,3,0,DL,1,1,1,1,1,1,1,2,2,2
431,3,0,DL,1,1,1,1,1,1,1,2,2,2
432,3,0,DL,1,1,1,1,1,1,1,2,2,2
433,3,0,DL,1,1,1,1,1,1,1,2,2,2
434,3,1,DL,1,1,1,1,1,1,1,2,2,2
435,3,1,DL,1,1,1,1,1,1,1,2,2,2
436,3,1,DL,1,1,1,1,1,1,1,2,2,2
437,3,1,DL,1,1,1,1,1,1,1,2,2,2
438,3,1,DL,1,1,1,1,1,1,1,2,2,2
439,3,1,DL,1,1,1,1,1,1,1,2,2,2
440,3,1,DL,1,1,1,1,1,1,1,2,2,2
441,3,1,DL,1,1,1,1,1,1,1,2,2,2
442,3,1,DL,1,1,1,1,1,1,1,2,2,2
443,3,1,DL,1,1,1,1,1,1,1,2,2,2
444,3,1,DL,1,1,1,1,1,1,1,2,2,2
445,3,1,DL,1,1,1,1,1,1,1,2,2,2
446,3,1,DL,1,1,1,1,1,1,1,2,2,2
447,3,1,DL,1,1,1,1,1,1,1,2,2,2
448,3,2,DL,1,1,1,1,1,1,1,2,2,2
449,3,2,DL,1,1,1,1,1,1,1,2,2,2
450,3,2,DL,1,1,1,1,1,1,1,2,2,2
451,3,2,DL,1,1,1,1,1,1,1,2,2,2
452,3,2,DL,1,1,1,1,1,1,1,2,2,2
453,3,2,DL,1,1,1,1,1,1,1,2,2,2
454,3,2,DL,1,1,1,1,1,1,1,2,2,2
455,3,2,DL,1,1,1,1,1,1,1,2,2,2
456,3,2,G,0,0,0,0,0,0,0,0,0,0
457,3,2,G,0,0,0,0,0,0,0,0,0,0
458,3,2,UL,1,1,1,1,1,1,1,2,2,2
459,3,2,UL,1,1,1,1,1,1,1,2,2,2
460,3,2,UL,1,1,1,1,1,1,1,2,2,2
461,3,2,UL,1,1,1,1,1,1,1,2,2,2
462,3,3,UL,1,1,1,1,1,1,1,2,2,2
463,3,3,UL,1,1,1,1,1,1,1,2,2,2
464,3,3,UL,1,1,1,1,1,1,1,2,2,2
465,3,3,UL,1,1,1,1,1,1,1,2,2,2
466,3,3,UL,1,1,1,1,1,1,1,2,2,2
467,3,3,UL,1,1,1,1,1,1,1,2,2,2
468,3,3,UL,1,1,1,1,1,1,1,2,2,2
469,3,3,UL,1,1,1,1,1,1,1,2,2,2
470,3,3,UL,1,1,1,1,1,1,1,2,2,2
471,3,3,UL,1,1,1,1,1,1,1,2,2,2
472,3,3,UL,1,1,1,1,1,1,1,2,2,2
473,3,3,UL,1,1,1,1,1,1,1,2,2,2
474,3,3,UL,1,1,1,1,1,1,1,2,2,2
475,3,3,UL,1,1,1,1,1,1,1,2,2,2
476,3,4,UL,1,1,1,1,1,1,1,2,2,2
477,3,4,UL,1,1,1,1,1,1,1,2,2,2
478,3,4,UL,1,1,1,1,1,1,1,2,2,2
479,3,4,UL,1,1,1,1,1,1,1,2,2,2
480,3,4,UL,1,1,1,1,1,1,1,2,2,2
